RecID|PriceCode|Description|Price
1350|K-08-5|Flanges 11 in 3000 LB X 9 in 3000 LB Outlets 2 1/16 in 5000 lb |4202.46
1351|K-08-55|16 3/4 in 3000 13 5/8 in 5000 2 1/16 in 5000|9686.6
1352|K-08-56|16 3/4 in 3000 13 5/8 in 5000 2 in LP|9152.32
1353|K-08-6|Flanges 11 in 3000 LB X 9 in 3000 LB w/2-2 in L.P.O. |3667.44
1354|K-08-7|Flanges 11 in 5000 LB X 9 in 5000 LB Outlets 2 1/16 in 5000 lb |4686.42
1355|K-08-8|Flanges 11 in 5000 LB X 9 in 5000 LB w/2-2 in L.P.O. |4150.66
1356|K-09-10|11 in 3000 11 in 3000 2 in LP|3187.98
1357|K-09-11|11 in 3000 11 in 5000 2 1/16 in 5000|4974.21
1358|K-09-12|11 in 3000 11 in 5000 2 in LP|4330.74
1359|K-09-13|11 in 5000 7 1/16 in 5000 2 1/16 in 5000|4228.39
1360|K-09-19|11 in 5000 11 in 5000 2 1/16 in 5000|5605.22
1361|K-09-20|11 in 5000 11 in 5000 2 in LP|4961.75
1362|K-09-21|11 in 5000 11 in 10000 1 13/16 in 10000|9340.55
1363|K-09-24|11 in 10000 11 in 10000 1 13/16 in 10000|10000.04
1364|K-09-25|13 5/8 in 3000 7 1/16 in 3000 2 1/16 in 5000|3518.17
1365|K-09-26|13 5/8 in 3000 7 1/16 in 3000 2 in LP|2874.7
1366|K-09-33|13 5/8 in 3000 11 in 3000 2 1/16 in 5000|3891.08
1367|K-09-34|13 5/8 in 3000 11 in 3000 2 in LP|3249.39
1368|K-09-35|13 5/8 in 3000 11 in 5000 2 1/16 in 5000|5019.6
1369|K-09-36|13 5/8 in 3000 11 in 5000 2 in LP|4376.13
1370|K-09-37|13 5/8 in 3000 13 5/8 in 3000 2 1/16 in 5000|4675.17
1371|K-09-38|13 5/8 in 3000 13 5/8 in 3000 2 in LP|4031.7
1372|K-09-39|13 5/8 in 3000 13 5/8 in 5000 2 1/16 in 5000|7251.72
1373|K-09-40|13 5/8 in 3000 13 5/8 in 5000 2 in LP|6608.25
1374|K-09-44|13 5/8 in 5000 11 in 5000 2 1/16 in 5000|8434.53
1375|K-09-45|13 5/8 in 5000 11 in 5000 2 in LP|7791.95
1376|K-09-46|13 5/8 in 5000 11 in 10000 1 13/16 in 10000|9567.5
1377|K-09-47|13 5/8 in 5000 13 5/8 in 5000 2 1/16 in 5000|12973.53
1378|K-09-48|13 5/8 in 5000 13 5/8 in 5000 2 in LP|12330.95
1379|K-09-49|16 3/4 in 3000 11 in 3000 2 1/16 in 5000|5111.27
1380|K-09-5|Flanges 11 in 3000 LB X 9 in 3000 LB Outlets 2 1/16 in 5000 lb |3718.42
1381|K-09-50|16 3/4 in 3000 11 in 3000 2 in LP|4467.8
1382|K-09-51|16 3/4 in 3000 11 in 5000 2 1/16 in 5000|6251.36
1383|K-09-52|16 3/4 in 3000 11 in 5000 2 in LP|5607.89
1384|K-09-53|16 3/4 in 3000 13 5/8 in 3000 2 1/16 in 5000|7571.23
1385|K-09-54|16 3/4 in 3000 13 5/8 in 3000 2 in LP|6926.87
1386|K-09-55|16 3/4 in 3000 13 5/8 in 5000 2 1/16 in 5000|7735.88
1387|K-09-56|16 3/4 in 3000 13 5/8 in 5000 2 in LP|7092.41
1388|K-09-57|16 3/4 in 5000 11 in 10000 1 13/16 in 10000|14730.39
1389|K-09-58|20 in 3000 13 5/8 in 3000 2 1/16 in 5000|8329.51
1390|K-09-59|20 in 3000 13 5/8 in 3000 2 in LP|7686.04
1391|K-09-60|20 in 3000 13 5/8 in 5000 2 1/16 in 5000|8580.49
1392|K-09-61|20 in 3000 13 5/8 in 5000 2 in LP|7936.13
1393|K-09-62|20 in 3000 16 3/4 in 3000 2 1/16 in 5000|11305.67
1394|K-09-63|20 in 3000 16 3/4 in 3000 2 in LP|10662.2
1395|K-09-9|Flanges 11 in 3000 LB X 11 in3000 LB Outlets 2 1/16 in 5000 lb |3831.45
1396|K-10-1|Manual Slip and Seal 9 in 4 in|1354.2
1397|K-10-10|Manual Slip and Seal 11 in 7 in|1422.6
1398|K-10-11|Manual Slip and Seal 11 in 7 5/8 in|1422.6
1399|K-10-12|Manual Slip and Seal 13 5/8 in 4 1/2 in|1507.8
1400|K-10-13|Manual Slip and Seal 13 5/8 in 5 in|1507.8
1401|K-10-14|Manual Slip and Seal 13 5/8 in 5 1/2 in|1507.8
1402|K-10-15|Manual Slip and Seal 13 5/8 in 6 in|1507.8
1403|K-10-16|Manual Slip and Seal 13 5/8 in 6 5/8 in|1507.8
1404|K-10-17|Manual Slip and Seal 13 5/8 in 7 in|1507.8
1405|K-10-18|Manual Slip and Seal 13 5/8 in 7 5/8 in|1507.8
1406|K-10-19|Manual Slip and Seal 13 5/8 in 8 5/8 in|1507.8
1407|K-10-2|Manual Slip and Seal 9 in 4 1/2 in|1354.2
1408|K-10-20|Manual Slip and Seal 13 5/8 in 9 5/8 in|1507.8
1409|K-10-21|Manual Slip and Seal 13 5/8 in 10 3/4 in|1507.8
1410|K-10-23|Manual Slip and Seal 16 3/4 in 9 5/8 in|2352.6
1411|K-10-24|Manual Slip and Seal 16 3/4 in 10 3/4 in|2352.6
1412|K-10-27|Manual Slip and Seal 20 in 13 3/8 in|2860.2
1413|K-10-3|Manual Slip and Seal 9 in 5 in|1354.2
1414|K-10-31|Automatic Slip and Seal 9 in 4 in|1370.4
1415|K-10-32|Automatic Slip and Seal 9 in 4 1/2 in|1370.4
1416|K-10-33|Automatic Slip and Seal 9 in 5 in|1370.4
1417|K-10-34|Automatic Slip and Seal 9 in 5 1/2 in|1370.4
1418|K-10-35|Automatic Slip and Seal 11 in 4 1/2 in|1695.6
1419|K-10-36|Automatic Slip and Seal 11 in 5 in|1695.6
1420|K-10-37|Automatic Slip and Seal 11 in 5 1/2 in|1695.6
1421|K-10-38|Automatic Slip and Seal 11 in 6 in|1695.6
1422|K-10-39|Automatic Slip and Seal 11 in 6 5/8 in|1695.6
1423|K-10-4|Manual Slip and Seal 9 in 5 1/2 in|1354.2
1424|K-10-40|Automatic Slip and Seal 11 in 7 in|1695.6
1425|K-10-41|Automatic Slip and Seal 11 in 7 5/8 in|1695.6
1426|K-10-42|Automatic Slip and Seal 13 5/8 in 4 1/2 in|1983.6
1427|K-10-43|Automatic Slip and Seal 13 5/8 in 5 in|1983.6
1428|K-10-44|Automatic Slip and Seal 13 5/8 in 5 1/2 in|1983.6
1429|K-10-45|Automatic Slip and Seal 13 5/8 in 6 in|1983.6
1430|K-10-46|Automatic Slip and Seal 13 5/8 in 6 5/8 in|1983.6
1431|K-10-47|Automatic Slip and Seal 13 5/8 in 7 in|1983.6
1432|K-10-48|Automatic Slip and Seal 13 5/8 in 7 5/8 in|1983.6
1433|K-10-49|Automatic Slip and Seal 13 5/8 in 8 5/8 in|1983.6
1434|K-10-5|Manual Slip and Seal 11 in 4 1/2 in|1422.6
1435|K-10-50|Automatic Slip and Seal 13 5/8 in 9 5/8 in|1983.6
1436|K-10-51|Automatic Slip and Seal 13 5/8 in 10 3/4 in|1983.6
1437|K-10-52|Automatic Slip and Seal 16 3/4 in 8 5/8 in|3335.4
1438|K-10-53|Automatic Slip and Seal 16 3/4 in 9 5/8 in|3335.4
1439|K-10-54|Automatic Slip and Seal 16 3/4 in 10 3/4 in|3335.4
1440|K-10-55|Automatic Slip and Seal 16 3/4 in 11 3/4 in|3335.4
1441|K-10-56|Automatic Slip and Seal 20 in 10 3/4 in|4146
1442|K-10-57|Automatic Slip and Seal 20 in 13 3/8 in|4146
1443|K-10-6|Manual Slip and Seal 11 in 5 in|1422.6
1444|K-10-61|Steel Slips and Packoff (2) piece 9 in 3 1/2 in|584.4
1445|K-10-62|Steel Slips and Packoff (2) piece 9 in 4 1/2 in|584.4
1446|K-10-63|Steel Slips and Packoff (2) piece 9 in 5 in|584.4
1447|K-10-64|Steel Slips and Packoff (2) piece 9 in 5 1/2 in|584.4
1448|K-10-65|Steel Slips and Packoff (2) piece 11 in 3 1/2 in|680.4
1449|K-10-66|Steel Slips and Packoff (2) piece 11 in 4 1/2 in|680.4
1450|K-10-67|Steel Slips and Packoff (2) piece 11 in 5 in|680.4
1451|K-10-68|Steel Slips and Packoff (2) piece 11 in 5 1/2 in|680.4
1452|K-10-69|Steel Slips and Packoff (2) piece 11 in 6 in|680.4
1453|K-10-7|Manual Slip and Seal 11 in 5 1/2 in|1422.6
1454|K-10-70|Steel Slips and Packoff (2) piece 11 in 6 5/8 in|680.4
1455|K-10-71|Steel Slips and Packoff (2) piece 11 in 7 in|680.4
1456|K-10-72|Steel Slips and Packoff (2) piece 11 in 7 5/8 in|680.4
1457|K-10-73|Steel Slips and Packoff (2) piece 13 5/8 in 4 1/2 in|925.8
1458|K-10-74|Steel Slips and Packoff (2) piece 13 5/8 in 5 in|925.8
1459|K-10-75|Steel Slips and Packoff (2) piece 13 5/8 in 5 1/2 in|925.8
1460|K-10-76|Steel Slips and Packoff (2) piece 13 5/8 in 7 in|925.8
1461|K-10-77|Steel Slips and Packoff (2) piece 13 5/8 in 7 5/8 in|925.8
1462|K-10-78|Steel Slips and Packoff (2) piece 13 5/8 in 8 5/8 in|925.8
1463|K-10-79|Steel Slips and Packoff (2) piece 13 5/8 in 9 5/8 in|925.8
1464|K-10-8|Manual Slip and Seal 11 in 6  in|1422.6
1465|K-10-9|Manual Slip and Seal 11 in 6  5/8 in|1422.6
1466|K-11-1|Slip-on Weld 2 in LP 9 in  2000 lb|1601.1
1467|K-11-10|Slip-on Weld 2 in LP 13 5/8 in  3000 lb|2560.5
1468|K-11-11|Slip-on Weld 2 in LP 13 5/8 in  5000 lb|5449.5
1469|K-11-12|Slip-on Weld 2 in LP 16 in  3000 lb|4602.6
1470|K-11-13|Slip-on Weld 2 in LP 20 3/4 in 3000 lb|5822.1
1471|K-11-14|Slip-on Weld 2 in LP 20 3/4 in 3000 lb|5822.1
1472|K-11-15|Slip-on Weld 2 in LP 21 1/4 in  2000 lb|5822.1
1473|K-11-16|Slip-on Weld 2 in LP 21 1/4 in  2000 lb|5822.1
1474|K-11-2|Slip-on Weld 2 in LP 9 in  3000 lb|1601.1
1475|K-11-21|Slip-on Weld 2 1/16 in Flanged 9 in  2000 lb|2747.7
1476|K-11-22|Slip-on Weld 2 1/16 in Flanged 9 in  3000 lb|2747.7
1477|K-11-23|Slip-on Weld 2 1/16 in Flanged 11 in  3000 lb|2979.9
1478|K-11-24|Slip-on Weld 2 1/16 in Flanged 11 in  3000 lb|2979.9
1479|K-11-25|Slip-on Weld 2 1/16 in Flanged 11 in  3000 lb|2979.9
1480|K-11-26|Slip-on Weld 2 1/16 in Flanged 11 in  5000 lb|4033.8
1481|K-11-27|Slip-on Weld 2 1/16 in Flanged 11 in  5000 lb|4033.8
1482|K-11-28|Slip-on Weld 2 1/16 in Flanged 11 in  5000 lb|4033.8
1483|K-11-29|Slip-on Weld 2 1/16 in Flanged 13 5/8 in  3000 lb|3568.5
1484|K-11-3|Slip-on Weld 2 in LP 11 in  3000 lb|1670.4
1485|K-11-30|Slip-on Weld 2 1/16 in Flanged 13 5/8 in  3000 lb|3568.5
1486|K-11-31|Slip-on Weld 2 1/16 in Flanged 13 5/8 in  5000 lb|6823.8
1487|K-11-32|Slip-on Weld 2 1/16 in Flanged 16 in  3000 lb|5977.8
1488|K-11-33|Slip-on Weld 2 1/16 in Flanged 20 3/4 in 3000 lb|7197.3
1489|K-11-34|Slip-on Weld 2 1/16 in Flanged 20 3/4 in 3000 lb|7197.3
1490|K-11-35|Slip-on Weld 2 1/16 in Flanged 21 1/4 in  2000 lb|7197.3
1491|K-11-36|Slip-on Weld 2 1/16 in Flanged 21 1/4 in  2000 lb|7197.3
1492|K-11-4|Slip-on Weld 2 in LP 11 in  3000 lb|1670.4
1493|K-11-41|Female thread 2 in LP 9 in  2000 lb|1546.2
1494|K-11-42|Female thread 2 in LP 9 in  2000 lb|1546.2
1495|K-11-43|Female thread 2 in LP 11 in  2000 lb|1596.6
1496|K-11-44|Female thread 2 in LP 11 in  2000 lb|1596.6
1497|K-11-45|Female thread 2 in LP 11 in  2000 lb|1596.6
1498|K-11-46|Female thread 2 in LP 13 5/8 in  2000 lb|2463.3
1499|K-11-47|Female thread 2 in LP 13 5/8 in  2000 lb|2463.3
1500|K-11-48|Female thread 2 in LP 16 3/4 in  2000 lb|4602.6
1501|K-11-49|Female thread 2 in LP 21 1/4 in  2000 lb|6534.9
1502|K-11-5|Slip-on Weld 2 in LP 11 in  3000 lb|1670.4
1503|K-11-50|Female thread 2 in LP 9 in  3000 lb|1601.1
1504|K-11-51|Female thread 2 in LP 9 in  3000 lb|1601.1
1505|K-11-52|Female thread 2 in LP 11 in  3000 lb|1670.4
1506|K-11-53|Female thread 2 in LP 11 in  3000 lb|1670.4
1507|K-11-54|Female thread 2 in LP 11 in  3000 lb|1670.4
1508|K-11-55|Female thread 2 in LP 13 5/8 in  3000 lb|2560.5
1509|K-11-56|Female thread 2 in LP 13 5/8 in  3000 lb|2560.5
1510|K-11-57|Female thread 2 in LP 16 3/4 in  3000 lb|4602.6
1511|K-11-58|Female thread 2 in LP 20 3/4 in 3000 lb|5822.1
1512|K-11-59|Female thread 2 in LP 11 in  5000 lb|2885.4
1513|K-11-6|Slip-on Weld 2 in LP 11 in  5000 lb|2885.4
1514|K-11-60|Female thread 2 in LP 11 in  5000 lb|2885.4
1515|K-11-61|Female thread 2 in LP 11 in  5000 lb|2885.4
1516|K-11-62|Female thread 2 in LP 13 5/8 in  5000 lb|5449.5
1517|K-11-7|Slip-on Weld 2 in LP 11 in  5000 lb|2885.4
1518|K-11-71|Female thread 2 1/16 in Flanged 9 in  2000 lb|2923.2
1519|K-11-72|Female thread 2 1/16 in Flanged 9 in  2000 lb|2923.2
1520|K-11-73|Female thread 2 1/16 in Flanged 11 in  2000 lb|2973.6
1521|K-11-74|Female thread 2 1/16 in Flanged 11 in  2000 lb|2973.6
1522|K-11-75|Female thread 2 1/16 in Flanged 11 in  2000 lb|2973.6
1523|K-11-76|Female thread 2 1/16 in Flanged 13 5/8 in  2000 lb|3840.3
1524|K-11-77|Female thread 2 1/16 in Flanged 13 5/8 in  2000 lb|3840.3
1525|K-11-78|Female thread 2 1/16 in Flanged 16 3/4 in  2000 lb|5979.6
1526|K-11-79|Female thread 2 1/16 in Flanged 21 1/4 in  2000 lb|7911.9
1527|K-11-8|Slip-on Weld 2 in LP 11 in  5000 lb|2885.4
1528|K-11-80|Female thread 2 1/16 in Flanged 9 in  3000 lb|2747.7
1529|K-11-81|Female thread 2 1/16 in Flanged 9 in  3000 lb|2747.7
1530|K-11-82|Female thread 2 1/16 in Flanged 11 in  3000 lb|2979.9
1531|K-11-83|Female thread 2 1/16 in Flanged 11 in  3000 lb|2979.9
1532|K-11-84|Female thread 2 1/16 in Flanged 11 in  3000 lb|2979.9
1533|K-11-85|Female thread 2 1/16 in Flanged 13 5/8 in  3000 lb|3568.5
1534|K-11-86|Female thread 2 1/16 in Flanged 13 5/8 in  3000 lb|3568.5
1535|K-11-87|Female thread 2 1/16 in Flanged 16 3/4 in  3000 lb|5977.8
1536|K-11-88|Female thread 2 1/16 in Flanged 20 3/4 in 3000 lb|7197.3
1537|K-11-89|Female thread 2 1/16 in Flanged 11 in  5000 lb|4033.8
1538|K-11-9|Slip-on Weld 2 in LP 13 5/8 in  3000 lb|2560.5
1539|K-11-90|Female thread 2 1/16 in Flanged 11 in  5000 lb|4033.8
1540|K-11-91|Female thread 2 1/16 in Flanged 11 in  5000 lb|4033.8
1541|K-11-92|Female thread 2 1/16 in Flanged 13 5/8 in  5000 lb|6823.8
"1542|K-12-101|2000 lb Test  1000 lb W.P. Complete Head 8 5/8 in O.D. x 2 in thru 5 1/2"" O.D.|419.3"
1543|K-12-102|2000 lb Test  1000 lb W.P. Complete Head 8 5/8 in O.D. x 2 in thru 5 1/2 in O.D.|592.9
1544|K-12-201|4000 lb Test  2000 lb W.P. Complete Head 7 in  x   2 in thru 3 in|592.9
1545|K-12-202|4000 lb Test  2000 lb W.P. Complete Head 7 in  x  4-1/2 in thru  5-1/2 in|472.5
1546|K-12-203|4000 lb Test  2000 lb W.P. Complete Head 7-5/8 in x 2 in thru 3 in|592.9
1547|K-12-204|4000 lb Test  2000 lb W.P. Complete Head 8-5/8 in x 4-1/2 in thru 7 in|395.5
1548|K-12-206|4000 lb Test  2000 lb W.P. Complete Head w/Frac Adapter 7 in  x  4-1/2 in thru  5-1/2 in|700.7
1549|K-12-208|4000 lb Test  2000 lb W.P. Complete Head w/Frac Adapter 8-5/8 in x 4-1/2 in thru 7 in|770.7
1550|K-12-212|4000 lb Test  2000 lb W.P. Complete Head w/Siamese Type Frac Adapter 7-5/8  x  4-1/2 thru 7 in|816.9
1551|K-12-216|4000 lb Test  2000 lb W.P. Complete Head w/Siamese Type Frac Adapter 8-5/8 in x 4-1/2 in thru 7 in|885.5
1552|K-12-221|4000 lb Test  2000 lb W.P. Complete Head 9-5/8 in  x  2 in thru 3 in|841.4
1553|K-12-222|4000 lb Test  2000 lb W.P. Complete Head 9-5/8 in  x  4-1/2 in and up|605.5
1554|K-12-223|4000 lb Test  2000 lb W.P. Complete Head 10-3/4 in  x  2-1/2 in thru 3 in|969.5
1555|K-12-224|4000 lb Test  2000 lb W.P. Complete Head 10-3/4 in  x  4-1/2 in  and  up|804.3
1556|K-12-226|4000 lb Test  2000 lb W.P. Complete Head w/Frac Adapter 9-5/8 in  x  4-1/2 in and up|924
1557|K-12-228|4000 lb Test  2000 lb W.P. Complete Head w/Frac Adapter 10-3/4 in  x  4-1/2 in  and  up|940.8
1558|K-12-229|4000 lb Test  2000 lb W.P. Complete Head w/Siamese Type Frac Adapter 9-5/8 in  x  4-1/2 in and up|1026.2
1559|K-12-230|4000 lb Test  2000 lb W.P. Complete Head w/Siamese Type Frac Adapter 10-3/4 in  x  4-1/2 in  and  up|1045.1
1560|K-12-231|4000 lb Test  2000 lb W.P. Complete Head Slip Joint 11-3/4 O.D.  x  8-5/8 in O.D.|1701.7
1561|K-12-232|4000 lb Test  2000 lb W.P. Complete Head Slip Joint 12-3/4 O.D.  x  8-5/8 in O.D.|1701.7
1562|K-12-233|4000 lb Test  2000 lb W.P. Complete Head Slip Joint 13-3/8 O.D.  x  8-5/8 in O.D.|1701.7
1563|K-12-234|4000 lb Test  2000 lb W.P. Complete Head Threaded 11-3/4 O.D.  x  8-5/8 in O.D.|1701.7
1564|K-12-235|4000 lb Test  2000 lb W.P. Complete Head Threaded 12-3/4 O.D.  x  8-5/8 in O.D.|1701.7
1565|K-12-236|4000 lb Test  2000 lb W.P. Complete Head Threaded 13-3/8 O.D.  x  8-5/8 in O.D.|1701.7
1566|K-12-241|4000 lb Test  2000 lb W.P. Complete Head Slip Joint 12-3/4 O.D.  x  9-5/8 in O.D.|1845.2
1567|K-12-242|4000 lb Test  2000 lb W.P. Complete Head Slip Joint 13-3/8 O.D.  x  9-5/8 in O.D.|1845.2
1568|K-12-243|4000 lb Test  2000 lb W.P. Complete Head Threaded 12-3/4 O.D.  x  9-5/8 in O.D.|1845.2
1569|K-12-244|4000 lb Test  2000 lb W.P. Complete Head Threaded 13-3/8 O.D.  x  9-5/8 in O.D.|1845.2
1570|K-12-251|Type 'K' Series  3000 lb Test  1500 lb W.P. Complete Head: 2 in and 2 1/2 in Type K  Slip Type: 4-1/2 in and 5-1/2 in|194.6
1571|K-12-252|Type 'K' Series  3000 lb Test  1500 lb W.P. Complete Head: 2 in and 2 1/2 in Type K  Slip Type: 7 in|194.6
1572|K-12-253|Type 'K' Series  3000 lb Test  1500 lb W.P. Complete Head: 2 in and 2 1/2 in Type SK  Slip Type: 4-1/2 in and 5-1/2 in|324.1
1573|K-12-254|Type 'K' Series  3000 lb Test  1500 lb W.P. Complete Head: 2 in and 2 1/2 in Type SK  Slip Type: 7 in|324.1
1574|K-12-255|Type 'K' Series  3000 lb Test  1500 lb W.P. Complete Head: 2 in and 2 1/2 in Type MK  Mandrel Type: 4-1/2 in and 5-1/2 in|221.2
1575|K-12-256|Type 'K' Series  3000 lb Test  1500 lb W.P. Complete Head: 2 in and 2 1/2 in Type MK  Mandrel Type: 7 in|221.2
1576|K-12-261|Type 'K' Series  3000 lb Test  1500 lb W.P. Complete Head: Larger than 2 1/2 in Type K  Slip Type: 4-1/2 in and 5-1/2 in|275.1
1577|K-12-262|Type 'K' Series  3000 lb Test  1500 lb W.P. Complete Head: Larger than 2 1/2 in Type K  Slip Type: 7 in|275.1
1578|K-12-263|Type 'K' Series  3000 lb Test  1500 lb W.P. Complete Head: Larger than 2 1/2 in Type SK  Slip Type: 4-1/2 in and 5-1/2 in|462
1579|K-12-264|Type 'K' Series  3000 lb Test  1500 lb W.P. Complete Head: Larger than 2 1/2 in Type SK  Slip Type: 7 in|462
1580|K-12-265|Type 'K' Series  3000 lb Test  1500 lb W.P. Complete Head: Larger than 2 1/2 in Type MK  Mandrel Type: 4-1/2 in and 5-1/2 in|241.5
1581|K-12-266|Type 'K' Series  3000 lb Test  1500 lb W.P. Complete Head: Larger than 2 1/2 in Type MK  Mandrel Type: 7 in|241.5
"1582|K-12-271|Type 'R' Series  4000 lb Test  2000 lb W.P. Complete Head: 4-1/2 in,5-1/2 in,7 in x 2 inand2-1/2 in Type R Slip Type|280.7"
"1583|K-12-272|Type 'R' Series  4000 lb Test  2000 lb W.P. Complete Head: 4-1/2 in,5-1/2 in,7 in x 2 inand2-1/2 in Type SR Slip Type|460.6"
"1584|K-12-273|Type 'R' Series  4000 lb Test  2000 lb W.P. Complete Head: 4-1/2 in,5-1/2 in,7 in x 2 inand2-1/2 in Type MR Mandrel Type|361.9"
"1585|K-12-274|Type 'R' Series  4000 lb Test  2000 lb W.P. Complete Head: 4-1/2 in, 5-1/2 in, 7 in x > 2-1/2 in Type R Slip Type|421.4"
"1586|K-12-275|Type 'R' Series  4000 lb Test  2000 lb W.P. Complete Head: 4-1/2 in, 5-1/2 in, 7 in x > 2-1/2 Type SR Slip Type|764.4"
"1587|K-12-276|Type 'R' Series  4000 lb Test  2000 lb W.P. Complete Head: 4-1/2 in, 5-1/2 in, 7 in x > 2-1/2 in Type MR Mandrel Type|391.3"
"1588|K-12-281|Unknown Complete Head: Dual String, Slip Type Type  inR-DS in: 5-1/2 in O.D.|921.9"
"1589|K-12-282|Unknown Complete Head: Dual String, Slip Type Type  inR-DS in: 7 in O.D.|1036.7"
1590|K-12-291|Unknown Complete Tubing Head 4-1/2 in  5-1/2 in or 7 in O.D. 8 Rd. Female|499.8
1591|K-12-292|Unknown Complete Casing Head 7 in O.D. 8 Rd. Male  x  2 in thru 3 in|747.6
1592|K-12-293|Unknown Complete Casing Head 7 in O.D. 8 Rd. Male|705.6
1593|K-12-294|Unknown Complete Casing Head 8-5/8 in O.D. 8 Rd. Male  x  2 in thru 3 in Do|821.1
1594|K-12-295|Unknown Complete Casing Head 8-5/8 in O.D. 8 Rd. Male|789.6
1595|K-12-296|Unknown Complete Casing Head 9-5/8 in O.D. 8 Rd. Male  x  2 in thru 3 in Do|953.4
1596|K-12-297|Unknown Complete Casing Head 9-5/8 in O.D. 8 Rd. Male|938.7
1597|K-12-298|Unknown Complete Casing Head 10-3/4 in O.D. 8 Rd. Male  x  2 in thru 3 in Do|1108.8
1598|K-12-299|Unknown Complete Casing Head 10-3/4 in O.D. 8 Rd. Male|938.7
1599|K-12-301|Type 'X' 4000 lbTest  2000 lb W.P. Complete Head: Type X 2-1/2 in   x   3/4 in  thru  2-1/16 in O.D.|195.3
1600|K-12-302|Type 'X' 4000 lbTest  2000 lb W.P. Complete Head: Type SX 2-1/2 in   x   3/4 in  thru  2-1/16 in O.D.|337.4
1601|K-12-303|Type 'X' 4000 lbTest  2000 lb W.P. Complete Head: Type MX 2-1/2 in   x   3/4 in  thru  2-1/16 in O.D.|170.1
1602|K-12-304|Type 'X' 4000 lbTest  2000 lb W.P. Complete Head: Type MSX 2-1/2 in   x   3/4 in  thru  2-1/16 in O.D.|310.8
1603|K-12-311|4000 lb Test  2000 lb W.P. Complete Head: 4-1/2 in O.D. 8 Rd. Female Threaded Suspension|1232
1604|K-12-312|6000 lb Test  3000 lb W.P. Complete Head: 4-1/2 in O.D. 8 Rd. Female Threaded Suspension|1453.2
1605|K-12-313|4000 lb Test  2000 lb W.P. Complete Head: 4-1/2 in O.D. 8 Rd. Female Slip Suspension|1253.7
1606|K-12-314|6000 lb Test  3000 lb W.P. Complete Head: 4-1/2 in O.D. 8 Rd. Female Slip Suspension|1524.6
1607|K-12-321|4000 lb Test  2000 lb W.P. Complete Head: 5-1/2 in O.D. 8 Rd. Female Threaded Suspension|1232
1608|K-12-322|6000 lb Test  3000 lb W.P. Complete Head: 5-1/2 in O.D. 8 Rd. Female Threaded Suspension|1453.2
1609|K-12-323|4000 lb Test  2000 lb W.P. Complete Head: 5-1/2 in O.D. 8 Rd. Female Slip Suspension|1253.7
1610|K-12-324|6000 lb Test  2000 lb W.P. Complete Head: 5-1/2 in O.D. 8 Rd. Female Slip Suspension|1524.6
1611|K-12-331|4000 lb Test  2000 lb W.P. Complete Head: 7 in O.D. 8 Rd. Female Threaded Suspension|1232
1612|K-12-332|6000 lb Test  2000 lb W.P. Complete Head: 7 in O.D. 8 Rd. Female Threaded Suspension|1453.2
1613|K-12-333|4000 lb Test  2000 lb W.P. Complete Head: 7 in O.D. 8 Rd. Female Slip Suspension|1253.7
1614|K-12-334|6000 lb Test  2000 lb W.P. Complete Head: 7 in O.D. 8 Rd. Female Slip Suspension|1524.6
1615|K-12-341|Type 'J' Series  2000 lbTest  1000 lb W.P. Complete Head: 4-1/2 in O.D. 8 Rd. Female 2 in and 2 1/2 in Size Tubing|87.5
1616|K-12-342|Type 'J' Series  2000 lbTest  1000 lb W.P. Complete Head: 4-1/2 in O.D. 8 Rd. Female 1 in  1 1/2 in and 3 in Size Tubing|140
1617|K-12-343|Type 'J' Series  2000 lbTest  1000 lb W.P. Complete Head: 5-1/2 in O.D. 8 Rd. Female 2 in and 2 1/2 in Size Tubing|87.5
1618|K-12-344|Type 'J' Series  2000 lbTest  1000 lb W.P. Complete Head: 5-1/2 in O.D. 8 Rd. Female 1 in  1 1/2 in and 3 in Size Tubing|140
1619|K-12-345|Type 'J' Series  2000 lbTest  1000 lb W.P. Complete Head: 7 in O.D. 8 Rd. Female 2 in and 2 1/2 in Size Tubing|122.5
1620|K-12-346|Type 'J' Series  2000 lbTest  1000 lb W.P. Complete Head: 7 in O.D. 8 Rd. Female 1 in  1 1/2 in and 3 in Size Tubing|212.1
1621|K-12-347|Type 'J' Series  2000 lbTest  1000 lb W.P. Complete Head: 8 5/8 in O.D. Rd Male 2 in and 2 1/2 in Size Tubing|245
1622|K-12-348|Type 'J' Series  2000 lbTest  1000 lb W.P. Complete Head: 8 5/8 in O.D. Rd Male 1 in  1 1/2 in and 3 in Size Tubing|343.7
1623|K-13-1|4.5 7 1/16 in 3000 lb 2 1/16 in 5000 lb|1293.75
1624|K-13-10|4.5 7 1/16 in 5000 lb 3 1/16 in  10000 lb|1516.5
1625|K-13-101|6.875 7 1/16 in 5000 lb 3 1/8 in    5000 lb|2443.5
1626|K-13-102|6.875 7 1/16 in 5000 lb 4 1/16 in  5000 lb|2443.5
1627|K-13-103|6.875 7 1/16 in 10000 lb 3 1/16 in  10000 lb|3525
1628|K-13-104|6.875 7 1/16 in 10000 lb 4 1/16 in  10000 lb|3525
1629|K-13-105|6.875 9 in  5000 lb 3 1/8 in    5000 lb|2760
1630|K-13-106|6.875 9 in  5000 lb 4 1/16 in  5000 lb|2760
1631|K-13-107|6.875 9 in  5000 lb 3 1/16 in  10000 lb|2760
